File Name,Transcription
call_014_converted.wav,hello mam this is Arjun from style space fashion we've launched our festive winter collection cosy sweaters scars and jackets are now live with a 30% early bird discount I noticed you shaft with us last December so this exclusive offer applies to you too I was just thinking about buying a few warm clothes before my trip next month what kind of new arrivals do you have this time sustainable sweaters and reversible jackets the season all made from organic recycled fabric plus if you order above 2000 rupees were giving away a free travel pouch we also expanded our plus size this time based on customer feedback finding the right size how reliable are the measurements online last time I had to exchange you can upload your photo recommend your perfect fit also exchange process 20% of thank you for being part of our style space family
call_015_converted.wav,hello sir this is Mirror from electoral world retail where offering a special exchange program this week you can upgrade your own TV to a 4K smart TV and get up to 10000 rupees of instantly oh that's why I've been planning to replace my TV soon what models are you offering under this scheme by 43 inch 55 in sizes will come with 3 year warranty and voice assistant support if you share your OTV mobile number 555
call_016_converted.wav,hi mam this is Dev from shopping customer support I am calling about your recent return request for the kitchen Blender I wanted to confirm if the pickup was completed and if you receive the reason yesterday but I haven't seen the refund in my account yet it's not showing anywhere thanks usually take two to three business days after pick up scan let me check your order ID yes it's already initiated you should see it reflected by tomorrow evening in fact will be launching a similar model next week with a free attachment kit I can notify you want to live SMS and have a great day ahead
call_017_converted.wav,hello sir this is Raj from urban home furniture I saw your feedback mentioning the Wardrobe Assembly was in completed properly I wanted to personally follow up on that yes the technician came late in one of the George doesn't close properly iPad extra for premium installation so I expected better service I completely understand definition
call_018_converted.wav,good afternoon mam this is Sneha from decor hub give recently launched a premium home decor collection and since you purchased with us before we'd love to share a special 25% loyalty discount our new line includes hand crafted wall art lamps and questions made by local artists that's wonderful I've been reading my living room so I am definitely interested what kind of lamps do you have I am looking for something elegant but modern perfect after this call that would be great I might also get some questions and give the designs match does the discount applied across all products 25% of 3000 rupees perfect
call_019_converted.wav,hello sir this is Kiran from quick marks support I am calling about your grocery order placed yesterday I saw the delivery was delayed by 4 hours and I wanted to personally apologize for the inconvenience yes I wasn't happy about that I had schedule the delivery for 8:00 a.m. and it came at noon I had already left for work by then and the groceries were just left outside my great that's not service standard refund this isn't the first time I rely on you guys for weekly Essentials if this keeps happening I will have to switch apps completely understand 200 rupees in quick points as an apology alright let's see if it improves next week I'll give it another try thank you sir person time
call_020_converted.wav,hi mam this is Ayesha from Taylor Swift I noticed you ordered several dresses from us this year were now offering a new made for you service you can customise fabric sleeve style and linked for any design at no extra cost oh really designs super easy you select any outfit click customise Android team will call you for exact measurements you can even upload a reference picture the delivery timeline remains the same seven days especially around each dress will be tailored specifically to your measurements we even keep your size profile saved for future orders program 15% loyalty discount to
call_021_converted.wav,hello sir this is Rajat from Gadget world you recently purchased a wireless headset from us I just wanted to confirm if you receive your product and check if you have any questions about the warranty coverage hi yes I got it yesterday works fine so far but I didn't want to confirm does the warranty cover battery issues to good questions yes the warranty covers all manufacturing defects including charging and battery issues for up to one year the only exclusions or accidental damage or liquid exposure that's clear need to claim warranty do I go through you or directly to the brand you can do either if you go through the pick up and brand coordination for you usually takes three to four business days absolutely thanks for confirming and we hope you enjoy your new headset
call_022_converted.wav,hi mam this is Reena from Stephen shoes I noticed your recent return request for the sneakers you ordered I wanted to check what went wrong and if we can assist better yes I wasn't happy with the fitting the size was right but it felt around the toes also the colour look doll compared to the website picture I am really sorry to hear that mam it seems that particular batch headlight tone variation would you like to exchange for another colour or a different style we have just launched our comfort fit range designed for wider food shapes interesting you get an additional 300 rupees of I like the page one ok thank you for being so helpful
call_023_converted.wav,hello sir this is Ravi from electromart I am calling regarding your recent order for the 7 leader air fryer I notice you know about the discount not being applied could you tell me what happened yeah I saw a festival 15% of banner while ordering but when I made the payment no discount was reflected it was the first 6499 frustrating I just check your system the discount applied only to select models and then what was the premium variant not included in that after things to our marketing team meanwhile as a Goodwill gesture I can offer you Rs 500 store credit usable on your next purchase the same confusion complete your feedback confirmation email for Rs 500 credit surely ok thanks
call_024_converted.wav,good afternoon mam this is Sourabh from urban home I saw that you are new dining table was delivered yesterday I just wanted to check if you would like us to send in assembly technician today yes please talk and I didn't realise it need someone coming around 5 p.m. today certainly mam we have a technician available between 430 and 6:30 p.m. for 5:00 p.m. sharp the process takes around 45 minutes great comes with two years structural warranty technician help you register that when he visits contact number 2 I need to guide him to my house of course thank you for choosing urban home
call_025_converted.wav,hello mam this is Deepa from fresh basket customer support I received your message saying Your grocery order had the wrong product could you please explain what went wrong yes I ordered two packs of brown bread but I got regular red and state its not what I want it I am diabetic so I can't even you said I am very sorry I can see the substitution request immediately we can deliver the correct item within 4 hours please do that now before 100 rupee wallet credit to your account information SMS thank you for your patience
call_026_converted.wav,this is Asha from style card I noticed you placed your first order with us last week a pair of running shoes I want to check if you are happy with the product and delivery hi yes I got to choose yesterday the fit and comfort or excellent delivery was faster than expected to be always love while coming new customers since it's your first order activated at 10% coupon for your next purchase 1000 for 30 days from today weekend thanks
call_027_converted.wav,hello Mam This is Pratik from smart shop I want to update you about your refund request for the Blender you returned last week I see it still pending and I am very sorry about the delay yes I can waiting for almost 10 days now every time I take it as processing I was starting to thank you forgotten I understand your bank details which cause the hold up I have corrected it and escalated your case the refund should reflect in your account within 48 hours ok completely understand Rs 200 discount voucher for your next purchase confirmation email today
call_028_converted.wav,good morning sir this is Rahul from friend where support I noticed you requested an exchange for the denim jacket delivered last week could you tell me what went wrong hey Rahul yes I receive the right colour but the size was too tight around the shoulders I want to do exchange it for a size larger but I wasn't sure if it was available got it sir let me quickly check yes the same jacket and extra large sizes available in our warehouse we can arrange within the next two days of perfect I wasn't sure because the website showed out of stock that's right online stock sometimes differ from warehouse inventory outcome from your slot for pick up and exchange between 10:00 a.m. 2:00 p.m. tomorrow appreciate the quick response you will also receive a confirmation email with tracking on the new jacket is dispatched sounds good thanks for clearing that up
call_029_converted.wav,hello mam this is Kavya from Quick car delivery support I wanted to personally apologize your microwave oven delivery has been delayed by two days due to heavy rain in the shipping zone yes I was actually worried it was supposed to come on Monday and it's already Thursday nobody even updated me your absolutely right
call_030_converted.wav,good afternoon sir this is Mera from Gadget world support I saw your complaint stating your headphones arrived damaged could you describe what exactly happened yes Mera the box was crush from one side and the right year cup has a crack I didn't even open the plastic properly I'm quite disappointed I completely understand your frustration sir immediate replacement request will arrange pick up within 24 hours and deliver a new one in three to four working days alright but they shouldn't happen in the first place I ordered it as a birthday gift and now it's true and the replacement shipping at no extra cost and send it through a Priority career ok please make sure the new one is properly pack this time before dispatch your receive email confirmation shortly
